#eta_center xi_center pdf_xi pdf_gauss count pdf_eta
8.0124223602e-01 -1.4904797474e+01 0.0000000000e+00 2.2961576881e-49 0.0000000000e+00 0.0000000000e+00
8.0372670807e-01 -1.4718491445e+01 0.0000000000e+00 3.6260747578e-48 0.0000000000e+00 0.0000000000e+00
8.0621118012e-01 -1.4532185415e+01 0.0000000000e+00 5.5309211030e-47 0.0000000000e+00 0.0000000000e+00
8.0869565217e-01 -1.4345879386e+01 0.0000000000e+00 8.1486157562e-46 0.0000000000e+00 0.0000000000e+00
8.1118012422e-01 -1.4159573357e+01 0.0000000000e+00 1.1595670909e-44 0.0000000000e+00 0.0000000000e+00
8.1366459627e-01 -1.3973267327e+01 0.0000000000e+00 1.5937991449e-43 0.0000000000e+00 0.0000000000e+00
8.1614906832e-01 -1.3786961298e+01 0.0000000000e+00 2.1159088920e-42 0.0000000000e+00 0.0000000000e+00
8.1863354037e-01 -1.3600655269e+01 0.0000000000e+00 2.7132262113e-41 0.0000000000e+00 0.0000000000e+00
8.2111801242e-01 -1.3414349239e+01 0.0000000000e+00 3.3604753208e-40 0.0000000000e+00 0.0000000000e+00
8.2360248447e-01 -1.3228043210e+01 0.0000000000e+00 4.0201391230e-39 0.0000000000e+00 0.0000000000e+00
8.2608695652e-01 -1.3041737181e+01 0.0000000000e+00 4.6452289213e-38 0.0000000000e+00 0.0000000000e+00
8.2857142857e-01 -1.2855431151e+01 0.0000000000e+00 5.1844038675e-37 0.0000000000e+00 0.0000000000e+00
8.3105590062e-01 -1.2669125122e+01 0.0000000000e+00 5.5887694800e-36 0.0000000000e+00 0.0000000000e+00
8.3354037267e-01 -1.2482819093e+01 0.0000000000e+00 5.8191457298e-35 0.0000000000e+00 0.0000000000e+00
8.3602484472e-01 -1.2296513064e+01 0.0000000000e+00 5.8523182665e-34 0.0000000000e+00 0.0000000000e+00
8.3850931677e-01 -1.2110207034e+01 0.0000000000e+00 5.6848931361e-33 0.0000000000e+00 0.0000000000e+00
8.4099378882e-01 -1.1923901005e+01 0.0000000000e+00 5.3338689404e-32 0.0000000000e+00 0.0000000000e+00
8.4347826087e-01 -1.1737594976e+01 0.0000000000e+00 4.8337929225e-31 0.0000000000e+00 0.0000000000e+00
8.4596273292e-01 -1.1551288946e+01 0.0000000000e+00 4.2311596139e-30 0.0000000000e+00 0.0000000000e+00
8.4844720497e-01 -1.1364982917e+01 0.0000000000e+00 3.5773088919e-29 0.0000000000e+00 0.0000000000e+00
8.5093167702e-01 -1.1178676888e+01 0.0000000000e+00 2.9213200636e-28 0.0000000000e+00 0.0000000000e+00
8.5341614907e-01 -1.0992370858e+01 0.0000000000e+00 2.3042389152e-27 0.0000000000e+00 0.0000000000e+00
8.5590062112e-01 -1.0806064829e+01 0.0000000000e+00 1.7555028486e-26 0.0000000000e+00 0.0000000000e+00
8.5838509317e-01 -1.0619758800e+01 0.0000000000e+00 1.2918177160e-25 0.0000000000e+00 0.0000000000e+00
8.6086956522e-01 -1.0433452770e+01 0.0000000000e+00 9.1817740229e-25 0.0000000000e+00 0.0000000000e+00
8.6335403727e-01 -1.0247146741e+01 0.0000000000e+00 6.3034400938e-24 0.0000000000e+00 0.0000000000e+00
8.6583850932e-01 -1.0060840712e+01 0.0000000000e+00 4.1797886823e-23 0.0000000000e+00 0.0000000000e+00
8.6832298137e-01 -9.8745346826e+00 0.0000000000e+00 2.6770512637e-22 0.0000000000e+00 0.0000000000e+00
8.7080745342e-01 -9.6882286533e+00 0.0000000000e+00 1.6560929783e-21 0.0000000000e+00 0.0000000000e+00
8.7329192547e-01 -9.5019226240e+00 0.0000000000e+00 9.8955151943e-21 0.0000000000e+00 0.0000000000e+00
8.7577639752e-01 -9.3156165947e+00 0.0000000000e+00 5.7110737735e-20 0.0000000000e+00 0.0000000000e+00
8.7826086957e-01 -9.1293105653e+00 0.0000000000e+00 3.1836315256e-19 0.0000000000e+00 0.0000000000e+00
8.8074534161e-01 -8.9430045360e+00 0.0000000000e+00 1.7141684168e-18 0.0000000000e+00 0.0000000000e+00
8.8322981366e-01 -8.7566985067e+00 0.0000000000e+00 8.9147639379e-18 0.0000000000e+00 0.0000000000e+00
8.8571428571e-01 -8.5703924774e+00 0.0000000000e+00 4.4780802507e-17 0.0000000000e+00 0.0000000000e+00
8.8819875776e-01 -8.3840864481e+00 0.0000000000e+00 2.1726989922e-16 0.0000000000e+00 0.0000000000e+00
8.9068322981e-01 -8.1977804188e+00 0.0000000000e+00 1.0181995944e-15 0.0000000000e+00 0.0000000000e+00
8.9316770186e-01 -8.0114743895e+00 0.0000000000e+00 4.6088433016e-15 0.0000000000e+00 0.0000000000e+00
8.9565217391e-01 -7.8251683602e+00 0.0000000000e+00 2.0150073357e-14 0.0000000000e+00 0.0000000000e+00
8.9813664596e-01 -7.6388623309e+00 0.0000000000e+00 8.5091658133e-14 0.0000000000e+00 0.0000000000e+00
9.0062111801e-01 -7.4525563016e+00 0.0000000000e+00 3.4707474059e-13 0.0000000000e+00 0.0000000000e+00
9.0310559006e-01 -7.2662502723e+00 0.0000000000e+00 1.3673657422e-12 0.0000000000e+00 0.0000000000e+00
9.0559006211e-01 -7.0799442430e+00 0.0000000000e+00 5.2032183149e-12 0.0000000000e+00 0.0000000000e+00
9.0807453416e-01 -6.8936382137e+00 0.0000000000e+00 1.9124278857e-11 0.0000000000e+00 0.0000000000e+00
9.1055900621e-01 -6.7073321844e+00 0.0000000000e+00 6.7892805182e-11 0.0000000000e+00 0.0000000000e+00
9.1304347826e-01 -6.5210261551e+00 0.0000000000e+00 2.3280274923e-10 0.0000000000e+00 0.0000000000e+00
9.1552795031e-01 -6.3347201258e+00 0.0000000000e+00 7.7104215428e-10 0.0000000000e+00 0.0000000000e+00
9.1801242236e-01 -6.1484140965e+00 0.0000000000e+00 2.4665720508e-09 0.0000000000e+00 0.0000000000e+00
9.2049689441e-01 -5.9621080671e+00 0.0000000000e+00 7.6214070248e-09 0.0000000000e+00 0.0000000000e+00
9.2298136646e-01 -5.7758020378e+00 0.0000000000e+00 2.2745850055e-08 0.0000000000e+00 0.0000000000e+00
9.2546583851e-01 -5.5894960085e+00 0.0000000000e+00 6.5568440420e-08 0.0000000000e+00 0.0000000000e+00
9.2795031056e-01 -5.4031899792e+00 0.0000000000e+00 1.8256318420e-07 0.0000000000e+00 0.0000000000e+00
9.3043478261e-01 -5.2168839499e+00 0.0000000000e+00 4.9097255508e-07 0.0000000000e+00 0.0000000000e+00
9.3291925466e-01 -5.0305779206e+00 0.0000000000e+00 1.2753426876e-06 0.0000000000e+00 0.0000000000e+00
9.3540372671e-01 -4.8442718913e+00 0.0000000000e+00 3.1997956433e-06 0.0000000000e+00 0.0000000000e+00
9.3788819876e-01 -4.6579658620e+00 0.0000000000e+00 7.7543117148e-06 0.0000000000e+00 0.0000000000e+00
9.4037267081e-01 -4.4716598327e+00 0.0000000000e+00 1.8150556022e-05 0.0000000000e+00 0.0000000000e+00
9.4285714286e-01 -4.2853538034e+00 0.0000000000e+00 4.1035740834e-05 0.0000000000e+00 0.0000000000e+00
9.4534161491e-01 -4.0990477741e+00 0.0000000000e+00 8.9610786487e-05 0.0000000000e+00 0.0000000000e+00
9.4782608696e-01 -3.9127417448e+00 0.0000000000e+00 1.8900964473e-04 0.0000000000e+00 0.0000000000e+00
9.5031055901e-01 -3.7264357155e+00 0.0000000000e+00 3.8506434645e-04 0.0000000000e+00 0.0000000000e+00
9.5279503106e-01 -3.5401296862e+00 0.0000000000e+00 7.5771924459e-04 0.0000000000e+00 0.0000000000e+00
9.5527950311e-01 -3.3538236569e+00 0.0000000000e+00 1.4401541912e-03 0.0000000000e+00 0.0000000000e+00
9.5776397516e-01 -3.1675176276e+00 0.0000000000e+00 2.6438410035e-03 0.0000000000e+00 0.0000000000e+00
9.6024844720e-01 -2.9812115983e+00 7.9166493922e-04 4.6879971718e-03 4.3963889339e+01 5.9365510425e-02
9.6273291925e-01 -2.7949055689e+00 4.7344646971e-03 8.0290657490e-03 2.6292118257e+02 3.5502887574e-01
9.6521739130e-01 -2.6085995396e+00 8.3197157908e-03 1.3282149178e-02 4.6202256313e+02 6.2388031861e-01
9.6770186335e-01 -2.4222935103e+00 1.2318736124e-02 2.1222539920e-02 6.8410197913e+02 9.2375956233e-01
9.7018633540e-01 -2.2359874810e+00 1.9937382252e-02 3.2753071309e-02 1.1071917217e+03 1.4950679452e+00
9.7267080745e-01 -2.0496814517e+00 4.1926927629e-02 4.8823888865e-02 2.3283471520e+03 3.1440238616e+00
9.7515527950e-01 -1.8633754224e+00 6.7212427134e-02 7.0297255860e-02 3.7325383029e+03 5.0401373688e+00
9.7763975155e-01 -1.6770693931e+00 1.0025648085e-01 9.7761991949e-02 5.5675887756e+03 7.5180507110e+00
9.8012422360e-01 -1.4907633638e+00 1.4511229030e-01 1.3131894284e-01 8.0585868544e+03 1.0881706080e+01
9.8260869565e-01 -1.3044573345e+00 1.9035030395e-01 1.7037676969e-01 1.0570810053e+04 1.4274022246e+01
9.8509316770e-01 -1.1181513052e+00 2.5069457282e-01 2.1351040677e-01 1.3921935798e+04 1.8799128948e+01
9.8757763975e-01 -9.3184527589e-01 2.8375488989e-01 2.5843622112e-01 1.5757889431e+04 2.1278261849e+01
9.9006211180e-01 -7.4553924658e-01 3.2487416337e-01 3.0214358810e-01 1.8041384757e+04 2.4361721199e+01
9.9254658385e-01 -5.5923321728e-01 3.5950981380e-01 3.4119216426e-01 1.9964822094e+04 2.6958985477e+01
9.9503105590e-01 -3.7292718797e-01 3.6940434304e-01 3.7214345141e-01 2.0514299489e+04 2.7700958185e+01
9.9751552795e-01 -1.8662115866e-01 3.8846778657e-01 3.9205534551e-01 2.1572958375e+04 2.9130491059e+01
1.0000000000e+00 -3.1512935881e-04 3.7602210885e-01 3.9894226059e-01 2.0881806890e+04 2.8197212378e+01
1.0024844720e+00 1.8599089995e-01 3.7654887745e-01 3.9210138374e-01 2.0911060170e+04 2.8236713794e+01
1.0049689441e+00 3.7229692925e-01 3.6606684189e-01 3.7223085659e-01 2.0328956520e+04 2.7450685059e+01
1.0074534161e+00 5.5860295856e-01 3.1123922331e-01 3.4131237481e-01 1.7284189426e+04 2.3339261904e+01
1.0099378882e+00 7.4490898786e-01 2.9164163648e-01 3.0228553344e-01 1.6195867718e+04 2.1869674598e+01
