#t_end i t_rel win_id is_partial nsnap t_start t_last eta_mean_win eta_sigma_win xi_skew xi_kurt weight_win sx_mean_win sx_sigma_win sx_skew sx_kurt sz_mean_win sz_sigma_win sz_skew sz_kurt
#  slope stats normalised by sumwsx (area with |n.y|>0.10); cells with steeper interfaces excluded
3.2896117174e+03 1541062 1.6603317174e+03 3 1 6107 3.2833673286e+03 3.2896117174e+03 1.0000061860e+00 1.0470704557e-02 1.4208408115e-01 3.3125576403e+00 2.4189565788e+05 -1.1223393976e-04 7.3002372282e-02 -1.6715900256e-01 3.6742677842e+00 6.6220375941e-06 2.8077990462e-02 4.3831398390e-02 3.5273992743e+00
3.2896511510e+03 1541115 1.6603711510e+03 3 0 6160 3.2833673286e+03 3.2896511510e+03 1.0000062022e+00 1.0472376066e-02 1.4395821677e-01 3.3142577827e+00 2.4399509440e+05 -1.1252146330e-04 7.3004406876e-02 -1.6869039977e-01 3.6783407698e+00 6.6721296399e-06 2.8076903760e-02 4.3716456564e-02 3.5242202915e+00
3.2900044165e+03 1541530 1.6607244165e+03 4 1 415 3.2896511510e+03 3.2900044165e+03 1.0000089478e+00 1.0651945699e-02 3.8021551665e-01 3.5122475995e+00 1.6438739046e+04 -1.5098144583e-04 7.3380825617e-02 -3.9302287471e-01 4.8226686089e+00 1.4308978926e-05 2.7843611672e-02 5.0037969754e-02 3.3165710526e+00
3.2903971156e+03 1541930 1.6611171156e+03 4 1 815 3.2896511510e+03 3.2903971156e+03 1.0000102563e+00 1.0681628751e-02 4.0309417811e-01 3.5444425241e+00 3.2283298195e+04 -1.6411986642e-04 7.3804373926e-02 -5.0287987113e-01 7.4534612195e+00 1.8102521912e-05 2.7917892970e-02 1.0286002973e-01 4.0866105342e+00
3.2903971156e+03 1541930 1.6611171156e+03 4 1 815 3.2896511510e+03 3.2903971156e+03 1.0000102563e+00 1.0681628751e-02 4.0309417811e-01 3.5444425241e+00 3.2283298195e+04 -1.6411986642e-04 7.3804373926e-02 -5.0287987113e-01 7.4534612195e+00 1.8102521912e-05 2.7917892970e-02 1.0286002973e-01 4.0866105342e+00
3.2907898147e+03 1542363 1.6615098147e+03 4 1 1248 3.2896511510e+03 3.2907898147e+03 1.0000112080e+00 1.0723602400e-02 4.1523293770e-01 3.5592137803e+00 4.9435416285e+04 -1.7870043652e-04 7.4279463395e-02 -7.2388041968e-01 1.8291957556e+01 2.2039222322e-05 2.8125032897e-02 3.2917741065e-01 1.8141781318e+01
3.2911825137e+03 1542812 1.6619025137e+03 4 1 1697 3.2896511510e+03 3.2911825137e+03 1.0000118329e+00 1.0732683522e-02 4.1128276354e-01 3.5457933795e+00 6.7221529593e+04 -1.7826727806e-04 7.4324699569e-02 -7.0889927533e-01 1.9850017191e+01 2.3859297766e-05 2.8175027754e-02 4.5746171730e-01 2.8256453481e+01
3.2911825137e+03 1542812 1.6619025137e+03 4 1 1697 3.2896511510e+03 3.2911825137e+03 1.0000118329e+00 1.0732683522e-02 4.1128276354e-01 3.5457933795e+00 6.7221529593e+04 -1.7826727806e-04 7.4324699569e-02 -7.0889927533e-01 1.9850017191e+01 2.3859297766e-05 2.8175027754e-02 4.5746171730e-01 2.8256453481e+01
3.2915752128e+03 1543235 1.6622952128e+03 4 1 2120 3.2896511510e+03 3.2915752128e+03 1.0000116812e+00 1.0732317252e-02 3.9053202712e-01 3.5274492827e+00 8.3976912379e+04 -1.6983248994e-04 7.4194526320e-02 -5.9756872325e-01 1.6854128272e+01 2.2533730408e-05 2.8111753134e-02 4.0051479203e-01 2.3808960925e+01
3.2919679119e+03 1543635 1.6626879119e+03 4 1 2520 3.2896511510e+03 3.2919679119e+03 1.0000111469e+00 1.0748636912e-02 3.5906497164e-01 3.5093349354e+00 9.9821231321e+04 -1.5712261253e-04 7.4063266771e-02 -5.0612839894e-01 1.4832342723e+01 2.0201194241e-05 2.8124036318e-02 3.5508005783e-01 2.0653269973e+01
3.2919679119e+03 1543635 1.6626879119e+03 4 1 2520 3.2896511510e+03 3.2919679119e+03 1.0000111469e+00 1.0748636912e-02 3.5906497164e-01 3.5093349354e+00 9.9821231321e+04 -1.5712261253e-04 7.4063266771e-02 -5.0612839894e-01 1.4832342723e+01 2.0201194241e-05 2.8124036318e-02 3.5508005783e-01 2.0653269973e+01
3.2923606110e+03 1544033 1.6630806110e+03 4 1 2918 3.2896511510e+03 3.2923606110e+03 1.0000104569e+00 1.0768621445e-02 3.2161843020e-01 3.4800500116e+00 1.1558594217e+05 -1.4457523013e-04 7.3936445364e-02 -4.2985271879e-01 1.3335950619e+01 1.7523328513e-05 2.8129272822e-02 3.1273094219e-01 1.8345474513e+01
3.2927533101e+03 1544510 1.6634733101e+03 4 1 3395 3.2896511510e+03 3.2927533101e+03 1.0000095945e+00 1.0780900443e-02 2.8013028757e-01 3.4389076076e+00 1.3447980091e+05 -1.3284614736e-04 7.3762585675e-02 -3.6034506044e-01 1.2014073103e+01 1.4696330826e-05 2.8089554019e-02 2.7062141706e-01 1.6372334825e+01
3.2927533101e+03 1544510 1.6634733101e+03 4 1 3395 3.2896511510e+03 3.2927533101e+03 1.0000095945e+00 1.0780900443e-02 2.8013028757e-01 3.4389076076e+00 1.3447980091e+05 -1.3284614736e-04 7.3762585675e-02 -3.6034506044e-01 1.2014073103e+01 1.4696330826e-05 2.8089554019e-02 2.7062141706e-01 1.6372334825e+01
3.2931460092e+03 1545000 1.6638660092e+03 4 1 3885 3.2896511510e+03 3.2931460092e+03 1.0000086859e+00 1.0792505374e-02 2.4281584635e-01 3.3965804296e+00 1.5388901024e+05 -1.2441997924e-04 7.3614245794e-02 -3.1096038744e-01 1.0975463593e+01 1.2487258308e-05 2.8084030904e-02 2.3707358712e-01 1.4774981458e+01
3.2935387082e+03 1545485 1.6642587082e+03 4 1 4370 3.2896511510e+03 3.2935387082e+03 1.0000077582e+00 1.0805371880e-02 2.1050021095e-01 3.3625054817e+00 1.7309977707e+05 -1.1868303072e-04 7.3468397953e-02 -2.7815833145e-01 1.0172884770e+01 1.0742423331e-05 2.8092097984e-02 2.1236971952e-01 1.3508729732e+01
3.2935387082e+03 1545485 1.6642587082e+03 4 1 4370 3.2896511510e+03 3.2935387082e+03 1.0000077582e+00 1.0805371880e-02 2.1050021095e-01 3.3625054817e+00 1.7309977707e+05 -1.1868303072e-04 7.3468397953e-02 -2.7815833145e-01 1.0172884770e+01 1.0742423331e-05 2.8092097984e-02 2.1236971952e-01 1.3508729732e+01
3.2939314073e+03 1545931 1.6646514073e+03 4 1 4816 3.2896511510e+03 3.2939314073e+03 1.0000070140e+00 1.0817987879e-02 1.8518669294e-01 3.3360356390e+00 1.9076430728e+05 -1.1578815377e-04 7.3352395644e-02 -2.6027287363e-01 9.5744932700e+00 9.3462144778e-06 2.8076474759e-02 1.9087665135e-01 1.2610416772e+01
3.2943241064e+03 1546357 1.6650441064e+03 4 1 5242 3.2896511510e+03 3.2943241064e+03 1.0000064803e+00 1.0832755570e-02 1.6691555642e-01 3.3130450522e+00 2.0763612604e+05 -1.1480403401e-04 7.3271466960e-02 -2.5181697258e-01 9.0850076037e+00 8.2600049007e-06 2.8088675515e-02 1.7236057365e-01 1.1870808391e+01
3.2943241064e+03 1546357 1.6650441064e+03 4 1 5242 3.2896511510e+03 3.2943241064e+03 1.0000064803e+00 1.0832755570e-02 1.6691555642e-01 3.3130450522e+00 2.0763612604e+05 -1.1480403401e-04 7.3271466960e-02 -2.5181697258e-01 9.0850076037e+00 8.2600049007e-06 2.8088675515e-02 1.7236057365e-01 1.1870808391e+01
3.2947168055e+03 1546761 1.6654368055e+03 4 1 5646 3.2896511510e+03 3.2947168055e+03 1.0000061425e+00 1.0844080527e-02 1.5588937601e-01 3.2970345555e+00 2.2363802054e+05 -1.1470160570e-04 7.3215550911e-02 -2.4851432719e-01 8.6806119598e+00 7.5357941203e-06 2.8103541039e-02 1.5950899844e-01 1.1268552197e+01
3.2951095046e+03 1547195 1.6658295046e+03 4 1 6080 3.2896511510e+03 3.2951095046e+03 1.0000059269e+00 1.0852420934e-02 1.5383896593e-01 3.2847840803e+00 2.4082846697e+05 -1.1533296109e-04 7.3174652655e-02 -2.4792236520e-01 8.3051623189e+00 7.0531072990e-06 2.8107619240e-02 1.5222709371e-01 1.0718041821e+01
3.2951095046e+03 1547195 1.6658295046e+03 4 1 6080 3.2896511510e+03 3.2951095046e+03 1.0000059269e+00 1.0852420934e-02 1.5383896593e-01 3.2847840803e+00 2.4082846697e+05 -1.1533296109e-04 7.3174652655e-02 -2.4792236520e-01 8.3051623189e+00 7.0531072990e-06 2.8107619240e-02 1.5222709371e-01 1.0718041821e+01
3.2955022036e+03 1547621 1.6662222036e+03 4 1 6506 3.2896511510e+03 3.2955022036e+03 1.0000058870e+00 1.0863577307e-02 1.6026806875e-01 3.2745667345e+00 2.5770275842e+05 -1.1649934501e-04 7.3175561674e-02 -2.4951360624e-01 7.9872072821e+00 6.8062514695e-06 2.8127752851e-02 1.4630851368e-01 1.0231130964e+01
3.2958949027e+03 1548044 1.6666149027e+03 4 1 6227 3.2896511510e+03 3.2958949027e+03 1.0000059982e+00 1.0858365484e-02 1.6017516008e-01 3.2849585574e+00 2.4665164025e+05 -1.1572822187e-04 7.3184886095e-02 -2.4839180953e-01 8.1935883803e+00 7.0609245771e-06 2.8117042262e-02 1.4990616363e-01 1.0544731081e+01
3.2958949027e+03 1548044 1.6666149027e+03 4 1 6227 3.2896511510e+03 3.2958949027e+03 1.0000059982e+00 1.0858365484e-02 1.6017516008e-01 3.2849585574e+00 2.4665164025e+05 -1.1572822187e-04 7.3184886095e-02 -2.4839180953e-01 8.1935883803e+00 7.0609245771e-06 2.8117042262e-02 1.4990616363e-01 1.0544731081e+01
3.2959345488e+03 1548093 1.6666545488e+03 4 0 6276 3.2896511510e+03 3.2959345488e+03 1.0000060231e+00 1.0860316850e-02 1.6236285661e-01 3.2852070373e+00 2.4859267542e+05 -1.1585754577e-04 7.3188634453e-02 -2.4851664390e-01 8.1574892601e+00 7.0582173541e-06 2.8119821792e-02 1.4918261475e-01 1.0489611486e+01
3.2962876018e+03 1548529 1.6670076018e+03 5 1 436 3.2959345488e+03 3.2962876018e+03 1.0000104468e+00 1.1104798093e-02 4.5301102095e-01 3.3361922663e+00 1.7271153280e+04 -1.2831615142e-04 7.3745966542e-02 -2.3836532587e-01 3.6307474417e+00 6.5932916562e-06 2.8422440338e-02 6.3930493381e-02 3.9721495461e+00
3.2966803009e+03 1548994 1.6674003009e+03 5 1 901 3.2959345488e+03 3.2966803009e+03 1.0000108438e+00 1.1099090966e-02 4.6965229042e-01 3.3498037393e+00 3.5690603511e+04 -1.1946610324e-04 7.3753613900e-02 -1.9428229587e-01 3.5648401049e+00 5.4418117680e-06 2.8490767450e-02 3.8737727632e-02 4.0521625123e+00
3.2966803009e+03 1548994 1.6674003009e+03 5 1 901 3.2959345488e+03 3.2966803009e+03 1.0000108438e+00 1.1099090966e-02 4.6965229042e-01 3.3498037393e+00 3.5690603511e+04 -1.1946610324e-04 7.3753613900e-02 -1.9428229587e-01 3.5648401049e+00 5.4418117680e-06 2.8490767450e-02 3.8737727632e-02 4.0521625123e+00
3.2970730000e+03 1549495 1.6677930000e+03 5 1 1402 3.2959345488e+03 3.2970730000e+03 1.0000112056e+00 1.1104563942e-02 4.7246052019e-01 3.3747818923e+00 5.5536686604e+04 -1.1052877150e-04 7.3728659782e-02 -1.4635751676e-01 3.5262450000e+00 3.4631976602e-06 2.8521146359e-02 1.8757217438e-02 4.0180618458e+00
3.2974656991e+03 1549901 1.6681856991e+03 5 1 1808 3.2959345488e+03 3.2974656991e+03 1.0000109620e+00 1.1124805897e-02 4.5916703858e-01 3.3765775659e+00 7.1618201638e+04 -1.0252833700e-04 7.3739279585e-02 -1.0845257178e-01 3.5031880360e+00 1.9824294606e-06 2.8532707839e-02 1.0339466376e-02 3.9378986649e+00
3.2974656991e+03 1549901 1.6681856991e+03 5 1 1808 3.2959345488e+03 3.2974656991e+03 1.0000109620e+00 1.1124805897e-02 4.5916703858e-01 3.3765775659e+00 7.1618201638e+04 -1.0252833700e-04 7.3739279585e-02 -1.0845257178e-01 3.5031880360e+00 1.9824294606e-06 2.8532707839e-02 1.0339466376e-02 3.9378986649e+00
3.2978583981e+03 1550354 1.6685783981e+03 5 1 2261 3.2959345488e+03 3.2978583981e+03 1.0000105811e+00 1.1145177620e-02 4.3073152447e-01 3.3455868511e+00 8.9562233105e+04 -9.5400189192e-05 7.3735771283e-02 -7.4426263271e-02 3.5121744845e+00 1.9681937619e-07 2.8557198492e-02 6.6419622375e-03 3.8834734136e+00
3.2982510972e+03 1550809 1.6689710972e+03 5 1 2716 3.2959345488e+03 3.2982510972e+03 1.0000099395e+00 1.1151736106e-02 3.9279136247e-01 3.3088301834e+00 1.0758562772e+05 -9.0813355474e-05 7.3688844025e-02 -5.1294943268e-02 3.5667706595e+00 -1.8024450713e-06 2.8558277395e-02 -2.9768175984e-04 3.8871071699e+00
3.2982510972e+03 1550809 1.6689710972e+03 5 1 2716 3.2959345488e+03 3.2982510972e+03 1.0000099395e+00 1.1151736106e-02 3.9279136247e-01 3.3088301834e+00 1.0758562772e+05 -9.0813355474e-05 7.3688844025e-02 -5.1294943268e-02 3.5667706595e+00 -1.8024450713e-06 2.8558277395e-02 -2.9768175984e-04 3.8871071699e+00
3.2986437963e+03 1551271 1.6693637963e+03 5 1 3178 3.2959345488e+03 3.2986437963e+03 1.0000089391e+00 1.1160675984e-02 3.4461678678e-01 3.2708683305e+00 1.2588577614e+05 -8.8341357466e-05 7.3619637461e-02 -3.7533812445e-02 3.6346963951e+00 -3.9809526322e-06 2.8561871917e-02 -1.5933874251e-02 3.9406021032e+00
3.2990364954e+03 1551700 1.6697564954e+03 5 1 3607 3.2959345488e+03 3.2990364954e+03 1.0000078966e+00 1.1179135073e-02 2.9712900470e-01 3.2336225110e+00 1.4287825222e+05 -8.6253856625e-05 7.3540564757e-02 -2.8456056701e-02 3.6365282136e+00 -5.3946277009e-06 2.8569535784e-02 -3.2054448349e-02 3.9832415408e+00
3.2990364954e+03 1551700 1.6697564954e+03 5 1 3607 3.2959345488e+03 3.2990364954e+03 1.0000078966e+00 1.1179135073e-02 2.9712900470e-01 3.2336225110e+00 1.4287825222e+05 -8.6253856625e-05 7.3540564757e-02 -2.8456056701e-02 3.6365282136e+00 -5.3946277009e-06 2.8569535784e-02 -3.2054448349e-02 3.9832415408e+00
3.2994291945e+03 1552096 1.6701491945e+03 5 1 4003 3.2959345488e+03 3.2994291945e+03 1.0000069491e+00 1.1197155218e-02 2.5523470776e-01 3.1995022764e+00 1.5856313602e+05 -8.5212535768e-05 7.3460837453e-02 -2.6308844132e-02 3.6022514413e+00 -5.8448110156e-06 2.8587755120e-02 -3.7753783378e-02 3.9753244245e+00
3.2998218935e+03 1552551 1.6705418935e+03 5 1 4458 3.2959345488e+03 3.2998218935e+03 1.0000060363e+00 1.1205576177e-02 2.1629658729e-01 3.1667773088e+00 1.7658540420e+05 -8.5459036185e-05 7.3366616901e-02 -3.2992910909e-02 3.5628238947e+00 -5.3189939163e-06 2.8580964982e-02 -3.5610537121e-02 3.9399216665e+00
3.2998218935e+03 1552551 1.6705418935e+03 5 1 4458 3.2959345488e+03 3.2998218935e+03 1.0000060363e+00 1.1205576177e-02 2.1629658729e-01 3.1667773088e+00 1.7658540420e+05 -8.5459036185e-05 7.3366616901e-02 -3.2992910909e-02 3.5628238947e+00 -5.3189939163e-06 2.8580964982e-02 -3.5610537121e-02 3.9399216665e+00
3.3002145926e+03 1552976 1.6709345926e+03 5 1 4883 3.2959345488e+03 3.3002145926e+03 1.0000053682e+00 1.1210172404e-02 1.9206015631e-01 3.1424886356e+00 1.9341857384e+05 -8.7770637042e-05 7.3311115359e-02 -4.9149939906e-02 3.5497496689e+00 -4.3890423915e-06 2.8578514775e-02 -2.8851771588e-02 3.9016165067e+00
3.3006072917e+03 1553388 1.6713272917e+03 5 1 5295 3.2959345488e+03 3.3006072917e+03 1.0000049887e+00 1.1222901613e-02 1.7951556520e-01 3.1264387870e+00 2.0973710215e+05 -9.1336460288e-05 7.3309237868e-02 -7.1653998398e-02 3.5648904987e+00 -3.2783917524e-06 2.8591269629e-02 -2.3508680769e-02 3.8554638223e+00
3.3006072917e+03 1553388 1.6713272917e+03 5 1 5295 3.2959345488e+03 3.3006072917e+03 1.0000049887e+00 1.1222901613e-02 1.7951556520e-01 3.1264387870e+00 2.0973710215e+05 -9.1336460288e-05 7.3309237868e-02 -7.1653998398e-02 3.5648904987e+00 -3.2783917524e-06 2.8591269629e-02 -2.3508680769e-02 3.8554638223e+00
3.3009999908e+03 1553839 1.6717199908e+03 5 1 5746 3.2959345488e+03 3.3009999908e+03 1.0000049337e+00 1.1242191237e-02 1.7776502535e-01 3.1221473544e+00 2.2760119138e+05 -9.5520302254e-05 7.3345266208e-02 -9.6417585718e-02 3.5911473772e+00 -2.4699539791e-06 2.8607260304e-02 -1.6846784706e-02 3.8115493606e+00
3.3013926899e+03 1554320 1.6721126899e+03 5 1 6227 3.2959345488e+03 3.3013926899e+03 1.0000051245e+00 1.1257927882e-02 1.8651582152e-01 3.1270156606e+00 2.4665504509e+05 -9.9448028153e-05 7.3410471896e-02 -1.1668117425e-01 3.6125270759e+00 -1.8453839625e-06 2.8622269151e-02 -9.2620203233e-03 3.7884881303e+00
3.3013926899e+03 1554320 1.6721126899e+03 5 1 6227 3.2959345488e+03 3.3013926899e+03 1.0000051245e+00 1.1257927882e-02 1.8651582152e-01 3.1270156606e+00 2.4665504509e+05 -9.9448028153e-05 7.3410471896e-02 -1.1668117425e-01 3.6125270759e+00 -1.8453839625e-06 2.8622269151e-02 -9.2620203233e-03 3.7884881303e+00
3.3017853890e+03 1554811 1.6725053890e+03 5 1 6718 3.2959345488e+03 3.3017853890e+03 1.0000055163e+00 1.1268148025e-02 2.0269947654e-01 3.1321985782e+00 2.6610541135e+05 -1.0195719274e-04 7.3479171095e-02 -1.2874155140e-01 3.6288960966e+00 -1.7144428570e-06 2.8632810358e-02 -5.0155932348e-03 3.7762237261e+00
3.3021780880e+03 1555240 1.6728980880e+03 5 1 7147 3.2959345488e+03 3.3021780880e+03 1.0000059232e+00 1.1279683231e-02 2.1987098326e-01 3.1352597500e+00 2.8309964159e+05 -1.0309122004e-04 7.3563793446e-02 -1.3267878787e-01 3.6473442592e+00 -1.7433913047e-06 2.8653880103e-02 -5.6383860579e-03 3.7745951828e+00
3.3021780880e+03 1555240 1.6728980880e+03 5 1 7147 3.2959345488e+03 3.3021780880e+03 1.0000059232e+00 1.1279683231e-02 2.1987098326e-01 3.1352597500e+00 2.8309964159e+05 -1.0309122004e-04 7.3563793446e-02 -1.3267878787e-01 3.6473442592e+00 -1.7433913047e-06 2.8653880103e-02 -5.6383860579e-03 3.7745951828e+00
3.3022177355e+03 1555282 1.6729377355e+03 5 0 7189 3.2959345488e+03 3.3022177355e+03 1.0000059646e+00 1.1281056645e-02 2.2152498569e-01 3.1354030008e+00 2.8476348391e+05 -1.0315935274e-04 7.3573003426e-02 -1.3277276488e-01 3.6495787234e+00 -1.7527019720e-06 2.8655987835e-02 -5.8451127201e-03 3.7748632746e+00
3.3025707871e+03 1555684 1.6732907871e+03 6 1 402 3.3022177355e+03 3.3025707871e+03 1.0000128728e+00 1.1539112148e-02 4.7716034304e-01 3.1294663445e+00 1.5925247756e+04 -1.1030487639e-04 7.5161977265e-02 -1.2753386995e-01 4.1901982190e+00 -5.3716515780e-06 2.9056984130e-02 -7.8628926794e-02 3.8226974487e+00
3.3029634862e+03 1556109 1.6736834862e+03 6 1 827 3.3022177355e+03 3.3029634862e+03 1.0000128820e+00 1.1551379185e-02 4.5368900230e-01 3.0978126959e+00 3.2761689029e+04 -1.0791889349e-04 7.5172723120e-02 -1.3245399864e-01 4.8534286610e+00 -6.7425702901e-06 2.9137674721e-02 -1.0957511093e-01 3.8240810856e+00
3.3029634862e+03 1556109 1.6736834862e+03 6 1 827 3.3022177355e+03 3.3029634862e+03 1.0000128820e+00 1.1551379185e-02 4.5368900230e-01 3.0978126959e+00 3.2761689029e+04 -1.0791889349e-04 7.5172723120e-02 -1.3245399864e-01 4.8534286610e+00 -6.7425702901e-06 2.9137674721e-02 -1.0957511093e-01 3.8240810856e+00
3.3033561853e+03 1556530 1.6740761853e+03 6 1 1246 3.3022177355e+03 3.3033561853e+03 1.0000122386e+00 1.1563760483e-02 4.1395754501e-01 3.0589207088e+00 4.9360661847e+04 -1.0894309277e-04 7.5213689509e-02 -1.4084231775e-01 5.4932808268e+00 -8.0821989741e-06 2.9181668076e-02 -1.2618561104e-01 3.8201792379e+00
3.3037488844e+03 1556953 1.6744688844e+03 6 1 1669 3.3022177355e+03 3.3037488844e+03 1.0000111832e+00 1.1569825006e-02 3.6863155226e-01 3.0196816708e+00 6.6117939455e+04 -1.0428157158e-04 7.5105816043e-02 -1.0618028589e-01 5.1978003085e+00 -8.2174511894e-06 2.9213791213e-02 -1.3181573723e-01 3.7966960899e+00
3.3037488844e+03 1556953 1.6744688844e+03 6 1 1669 3.3022177355e+03 3.3037488844e+03 1.0000111832e+00 1.1569825006e-02 3.6863155226e-01 3.0196816708e+00 6.6117939455e+04 -1.0428157158e-04 7.5105816043e-02 -1.0618028589e-01 5.1978003085e+00 -8.2174511894e-06 2.9213791213e-02 -1.3181573723e-01 3.7966960899e+00
3.3041415834e+03 1557345 1.6748615834e+03 6 1 2061 3.3022177355e+03 3.3041415834e+03 1.0000100572e+00 1.1573684446e-02 3.2209723450e-01 2.9874906218e+00 8.1646746705e+04 -9.9192694337e-05 7.4962394914e-02 -8.0099006128e-02 4.9365890149e+00 -7.8049233701e-06 2.9228648134e-02 -1.2547000108e-01 3.7412675155e+00
3.3045342825e+03 1557758 1.6752542825e+03 6 1 2474 3.3022177355e+03 3.3045342825e+03 1.0000087476e+00 1.1588939350e-02 2.7097620752e-01 2.9577829962e+00 9.8006870241e+04 -9.5587331148e-05 7.4831404546e-02 -6.4441463507e-02 4.7241932210e+00 -6.9931480904e-06 2.9254858581e-02 -1.0870293140e-01 3.6868025795e+00
3.3045342825e+03 1557758 1.6752542825e+03 6 1 2474 3.3022177355e+03 3.3045342825e+03 1.0000087476e+00 1.1588939350e-02 2.7097620752e-01 2.9577829962e+00 9.8006870241e+04 -9.5587331148e-05 7.4831404546e-02 -6.4441463507e-02 4.7241932210e+00 -6.9931480904e-06 2.9254858581e-02 -1.0870293140e-01 3.6868025795e+00
3.3049269816e+03 1558136 1.6756469816e+03 6 1 2852 3.3022177355e+03 3.3049269816e+03 1.0000075466e+00 1.1608882342e-02 2.2746875406e-01 2.9365536225e+00 1.1298000169e+05 -9.3187502784e-05 7.4732149422e-02 -5.7971542820e-02 4.5611830498e+00 -5.3533883634e-06 2.9283416205e-02 -8.9815831831e-02 3.6598406940e+00
3.3053196807e+03 1558558 1.6760396807e+03 6 1 3274 3.3022177355e+03 3.3053196807e+03 1.0000063449e+00 1.1621966672e-02 1.8829039454e-01 2.9146617719e+00 1.2969583489e+05 -9.2218897621e-05 7.4615029708e-02 -5.9748265556e-02 4.4123594197e+00 -3.2377962896e-06 2.9286926847e-02 -6.9374988321e-02 3.6436314703e+00
3.3053196807e+03 1558558 1.6760396807e+03 6 1 3274 3.3022177355e+03 3.3053196807e+03 1.0000063449e+00 1.1621966672e-02 1.8829039454e-01 2.9146617719e+00 1.2969583489e+05 -9.2218897621e-05 7.4615029708e-02 -5.9748265556e-02 4.4123594197e+00 -3.2377962896e-06 2.9286926847e-02 -6.9374988321e-02 3.6436314703e+00
3.3057123798e+03 1558999 1.6764323798e+03 6 1 3715 3.3022177355e+03 3.3057123798e+03 1.0000053438e+00 1.1630422434e-02 1.6155944367e-01 2.8901229851e+00 1.4716353501e+05 -9.2802538521e-05 7.4521079177e-02 -6.8362441669e-02 4.2925338010e+00 -1.0756675800e-06 2.9283429283e-02 -4.7690927699e-02 3.6423812490e+00
3.3061050789e+03 1559389 1.6768250789e+03 6 1 4105 3.3022177355e+03 3.3061050789e+03 1.0000047953e+00 1.1642976074e-02 1.5048851994e-01 2.8691091210e+00 1.6261175426e+05 -9.4819294345e-05 7.4496199778e-02 -8.2742592814e-02 4.2165517843e+00 6.0841420570e-07 2.9305033345e-02 -3.0189165265e-02 3.6577610878e+00
3.3061050789e+03 1559389 1.6768250789e+03 6 1 4105 3.3022177355e+03 3.3061050789e+03 1.0000047953e+00 1.1642976074e-02 1.5048851994e-01 2.8691091210e+00 1.6261175426e+05 -9.4819294345e-05 7.4496199778e-02 -8.2742592814e-02 4.2165517843e+00 6.0841420570e-07 2.9305033345e-02 -3.0189165265e-02 3.6577610878e+00
3.3064977779e+03 1559827 1.6772177779e+03 6 1 4543 3.3022177355e+03 3.3064977779e+03 1.0000045212e+00 1.1655946960e-02 1.4957880941e-01 2.8496061399e+00 1.7996239945e+05 -9.7446160255e-05 7.4488080504e-02 -9.9757335327e-02 4.1464734079e+00 1.7227063960e-06 2.9320350544e-02 -1.3380074296e-02 3.6821784315e+00
3.3068904770e+03 1560295 1.6776104770e+03 6 1 5011 3.3022177355e+03 3.3068904770e+03 1.0000044628e+00 1.1667261972e-02 1.5781138238e-01 2.8391473676e+00 1.9850150074e+05 -9.9918317109e-05 7.4493008789e-02 -1.1492913946e-01 4.0889447130e+00 1.9317315555e-06 2.9319381299e-02 3.8001568421e-04 3.6968661980e+00
3.3068904770e+03 1560295 1.6776104770e+03 6 1 5011 3.3022177355e+03 3.3068904770e+03 1.0000044628e+00 1.1667261972e-02 1.5781138238e-01 2.8391473676e+00 1.9850150074e+05 -9.9918317109e-05 7.4493008789e-02 -1.1492913946e-01 4.0889447130e+00 1.9317315555e-06 2.9319381299e-02 3.8001568421e-04 3.6968661980e+00
3.3072831761e+03 1560773 1.6780031761e+03 6 1 5489 3.3022177355e+03 3.3072831761e+03 1.0000046342e+00 1.1683453811e-02 1.7256327538e-01 2.8419576324e+00 2.1743799147e+05 -1.0287053591e-04 7.4564177239e-02 -1.2882397229e-01 4.0658839396e+00 1.3495795657e-06 2.9340077523e-02 5.6620723670e-03 3.6971044745e+00
3.3076758752e+03 1561226 1.6783958752e+03 6 1 5942 3.3022177355e+03 3.3076758752e+03 1.0000049637e+00 1.1698152188e-02 1.8840226510e-01 2.8518764634e+00 2.3538504530e+05 -1.0587581586e-04 7.4659103881e-02 -1.4266710234e-01 4.0990634693e+00 3.6971907603e-07 2.9366143812e-02 1.9471082067e-03 3.6968379330e+00
3.3076758752e+03 1561226 1.6783958752e+03 6 1 5942 3.3022177355e+03 3.3076758752e+03 1.0000049637e+00 1.1698152188e-02 1.8840226510e-01 2.8518764634e+00 2.3538504530e+05 -1.0587581586e-04 7.4659103881e-02 -1.4266710234e-01 4.0990634693e+00 3.6971907603e-07 2.9366143812e-02 1.9471082067e-03 3.6968379330e+00
3.3080685743e+03 1561657 1.6787885743e+03 6 1 6373 3.3022177355e+03 3.3080685743e+03 1.0000053770e+00 1.1709944564e-02 2.0302609460e-01 2.8632448201e+00 2.5246058779e+05 -1.1038890849e-04 7.4791014846e-02 -1.6594441980e-01 4.3096005777e+00 -9.2120461790e-07 2.9374676582e-02 -8.4325344913e-03 3.7035986382e+00
3.3084612733e+03 1562085 1.6791812733e+03 6 1 6801 3.3022177355e+03 3.3084612733e+03 1.0000058691e+00 1.1723381199e-02 2.1458913864e-01 2.8707555906e+00 2.6941898990e+05 -1.1922919529e-04 7.5007505307e-02 -2.3133875929e-01 5.5949945024e+00 -2.5161594012e-06 2.9398813764e-02 -2.3505190523e-02 3.7299240637e+00
