#t_end i t_rel win_id is_partial nsnap t_start t_last eta_mean_win eta_sigma_win xi_skew xi_kurt weight_win sx_mean_win sx_sigma_win sx_skew sx_kurt sz_mean_win sz_sigma_win sz_skew sz_kurt
#  slope stats normalised by sumwsx (area with |n.y|>0.10); cells with steeper interfaces excluded
3.3084612733e+03 1562085 1.6791812733e+03 6 1 6801 3.3022177355e+03 3.3084612733e+03 1.0000058691e+00 1.1723381199e-02 2.1458913864e-01 2.8707555906e+00 2.6941898990e+05 -1.1922919529e-04 7.5007505307e-02 -2.3133875929e-01 5.5949945024e+00 -2.5161594012e-06 2.9398813764e-02 -2.3505190523e-02 3.7299240637e+00
3.3085012268e+03 1562128 1.6792212268e+03 6 0 6844 3.3022177355e+03 3.3085012268e+03 1.0000059136e+00 1.1724787095e-02 2.1547747688e-01 2.8710691714e+00 2.7112279461e+05 -1.1990140986e-04 7.5024132352e-02 -2.3461730614e-01 5.6413867505e+00 -2.6866635135e-06 2.9402261111e-02 -2.5159985294e-02 3.7336720412e+00
3.3088539724e+03 1562522 1.6795739724e+03 7 1 394 3.3085012268e+03 3.3088539724e+03 1.0000122712e+00 1.1950855013e-02 3.1295789979e-01 2.8370730967e+00 1.5611340236e+04 -2.0666547202e-04 7.7213161148e-02 -5.8896477417e-01 1.0703799054e+01 -2.9765195907e-05 2.9899366479e-02 -2.7055808619e-01 4.3579243336e+00
3.3092466715e+03 1562973 1.6799666715e+03 7 1 845 3.3085012268e+03 3.3092466715e+03 1.0000110730e+00 1.1961157265e-02 2.7741373839e-01 2.7564064810e+00 3.3480423248e+04 -1.8615207483e-04 7.6952038943e-02 -5.0443106116e-01 1.0084377142e+01 -2.7625478031e-05 2.9880262056e-02 -2.5727571237e-01 4.4475520818e+00
3.3092466715e+03 1562973 1.6799666715e+03 7 1 845 3.3085012268e+03 3.3092466715e+03 1.0000110730e+00 1.1961157265e-02 2.7741373839e-01 2.7564064810e+00 3.3480423248e+04 -1.8615207483e-04 7.6952038943e-02 -5.0443106116e-01 1.0084377142e+01 -2.7625478031e-05 2.9880262056e-02 -2.5727571237e-01 4.4475520818e+00
3.3096393706e+03 1563451 1.6803593706e+03 7 1 1323 3.3085012268e+03 3.3096393706e+03 1.0000097700e+00 1.1978935004e-02 2.4268833421e-01 2.6997353342e+00 5.2418644946e+04 -1.6581991287e-04 7.6691823348e-02 -3.8627167351e-01 8.4041873391e+00 -2.4048240805e-05 2.9923097472e-02 -2.1443661358e-01 4.3739740581e+00
3.3100320697e+03 1563925 1.6807520697e+03 7 1 893 3.3085012268e+03 3.3100320697e+03 1.0000106764e+00 1.1965729212e-02 2.6829227032e-01 2.7534163247e+00 3.5382052352e+04 -1.8157577825e-04 7.6882281514e-02 -4.8295913446e-01 9.7893306196e+00 -2.6415093562e-05 2.9866939282e-02 -2.4352450478e-01 4.4339174642e+00
3.3100320697e+03 1563925 1.6807520697e+03 7 1 893 3.3085012268e+03 3.3100320697e+03 1.0000106764e+00 1.1965729212e-02 2.6829227032e-01 2.7534163247e+00 3.5382052352e+04 -1.8157577825e-04 7.6882281514e-02 -4.8295913446e-01 9.7893306196e+00 -2.6415093562e-05 2.9866939282e-02 -2.4352450478e-01 4.4339174642e+00
3.3104247687e+03 1564350 1.6811447687e+03 7 1 1318 3.3085012268e+03 3.3104247687e+03 1.0000080443e+00 1.2000149452e-02 2.0939592817e-01 2.7562095387e+00 5.2219054355e+04 -1.5360400410e-04 7.6452957080e-02 -3.5932355936e-01 8.0369953113e+00 -1.8449442573e-05 2.9843491904e-02 -1.5266473766e-01 4.3413957175e+00
3.3108174678e+03 1564788 1.6815374678e+03 7 1 1756 3.3085012268e+03 3.3108174678e+03 1.0000064003e+00 1.2024905024e-02 1.7320645879e-01 2.7826985873e+00 6.9571051547e+04 -1.3842666341e-04 7.6175068626e-02 -2.9501500041e-01 7.0475598619e+00 -1.3044689811e-05 2.9858934002e-02 -9.2916651821e-02 4.2861856575e+00
3.3108174678e+03 1564788 1.6815374678e+03 7 1 1756 3.3085012268e+03 3.3108174678e+03 1.0000064003e+00 1.2024905024e-02 1.7320645879e-01 2.7826985873e+00 6.9571051547e+04 -1.3842666341e-04 7.6175068626e-02 -2.9501500041e-01 7.0475598619e+00 -1.3044689811e-05 2.9858934002e-02 -9.2916651821e-02 4.2861856575e+00
3.3112101669e+03 1565243 1.6819301669e+03 7 1 2211 3.3085012268e+03 3.3112101669e+03 1.0000052379e+00 1.2039044645e-02 1.4993450280e-01 2.8103569694e+00 8.7596518966e+04 -1.3003397336e-04 7.5960165668e-02 -2.5841180808e-01 6.3959704752e+00 -9.6694428853e-06 2.9809685672e-02 -5.5281338297e-02 4.2642542294e+00
3.3116028660e+03 1565731 1.6823228660e+03 7 1 2699 3.3085012268e+03 3.3116028660e+03 1.0000043119e+00 1.2054551315e-02 1.3893377789e-01 2.8321043397e+00 1.0692933405e+05 -1.2571054072e-04 7.5820826807e-02 -2.3611257848e-01 5.9027684577e+00 -6.9402449819e-06 2.9776416632e-02 -1.6064435643e-02 4.2793870912e+00
3.3116028660e+03 1565731 1.6823228660e+03 7 1 2699 3.3085012268e+03 3.3116028660e+03 1.0000043119e+00 1.2054551315e-02 1.3893377789e-01 2.8321043397e+00 1.0692933405e+05 -1.2571054072e-04 7.5820826807e-02 -2.3611257848e-01 5.9027684577e+00 -6.9402449819e-06 2.9776416632e-02 -1.6064435643e-02 4.2793870912e+00
3.3119955651e+03 1566221 1.6827155651e+03 7 1 3189 3.3085012268e+03 3.3119955651e+03 1.0000037458e+00 1.2073895877e-02 1.3797038941e-01 2.8453897620e+00 1.2634171542e+05 -1.2398316211e-04 7.5751016796e-02 -2.2566671338e-01 5.5490564667e+00 -5.4103674450e-06 2.9776721466e-02 2.1467195854e-02 4.3058115105e+00
3.3123882642e+03 1566732 1.6831082642e+03 7 1 3700 3.3085012268e+03 3.3123882642e+03 1.0000034134e+00 1.2093221277e-02 1.4353161139e-01 2.8441365956e+00 1.4658626917e+05 -1.2416193049e-04 7.5721227369e-02 -2.2293860699e-01 5.2867795213e+00 -4.2882053763e-06 2.9777931938e-02 4.7648738295e-02 4.3239417968e+00
3.3123882642e+03 1566732 1.6831082642e+03 7 1 3700 3.3085012268e+03 3.3123882642e+03 1.0000034134e+00 1.2093221277e-02 1.4353161139e-01 2.8441365956e+00 1.4658626917e+05 -1.2416193049e-04 7.5721227369e-02 -2.2293860699e-01 5.2867795213e+00 -4.2882053763e-06 2.9777931938e-02 4.7648738295e-02 4.3239417968e+00
3.3127809632e+03 1567225 1.6835009632e+03 7 1 4193 3.3085012268e+03 3.3127809632e+03 1.0000031956e+00 1.2109721415e-02 1.5184224621e-01 2.8359536805e+00 1.6611857695e+05 -1.2558662602e-04 7.5745213369e-02 -2.2423835017e-01 5.1027746704e+00 -3.9873108079e-06 2.9799080479e-02 5.3757132447e-02 4.3013421629e+00
3.3131736623e+03 1567711 1.6838936623e+03 7 1 4679 3.3085012268e+03 3.3131736623e+03 1.0000031522e+00 1.2122617420e-02 1.6169100547e-01 2.8362338174e+00 1.8537366049e+05 -1.2697673854e-04 7.5792004042e-02 -2.2576317616e-01 4.9526605846e+00 -4.5826945727e-06 2.9820574477e-02 4.9215272526e-02 4.2532028115e+00
3.3131736623e+03 1567711 1.6838936623e+03 7 1 4679 3.3085012268e+03 3.3131736623e+03 1.0000031522e+00 1.2122617420e-02 1.6169100547e-01 2.8362338174e+00 1.8537366049e+05 -1.2697673854e-04 7.5792004042e-02 -2.2576317616e-01 4.9526605846e+00 -4.5826945727e-06 2.9820574477e-02 4.9215272526e-02 4.2532028115e+00
3.3135663614e+03 1568244 1.6842863614e+03 7 1 5212 3.3085012268e+03 3.3135663614e+03 1.0000032301e+00 1.2136489777e-02 1.7294441005e-01 2.8512244935e+00 2.0649098100e+05 -1.2873775682e-04 7.5868389785e-02 -2.2901391983e-01 4.8328110716e+00 -6.0153284043e-06 2.9843572164e-02 3.3039210880e-02 4.1966861256e+00
3.3139590605e+03 1568724 1.6846790605e+03 7 1 5692 3.3085012268e+03 3.3139590605e+03 1.0000034489e+00 1.2153522939e-02 1.8375193556e-01 2.8729379951e+00 2.2550903238e+05 -1.3067134380e-04 7.5974878967e-02 -2.3578935673e-01 4.8035826350e+00 -7.5127720183e-06 2.9868978423e-02 1.2078278144e-02 4.1682052114e+00
3.3139590605e+03 1568724 1.6846790605e+03 7 1 5692 3.3085012268e+03 3.3139590605e+03 1.0000034489e+00 1.2153522939e-02 1.8375193556e-01 2.8729379951e+00 2.2550903238e+05 -1.3067134380e-04 7.5974878967e-02 -2.3578935673e-01 4.8035826350e+00 -7.5127720183e-06 2.9868978423e-02 1.2078278144e-02 4.1682052114e+00
3.3143517596e+03 1569172 1.6850717596e+03 7 1 6140 3.3085012268e+03 3.3143517596e+03 1.0000038294e+00 1.2171927176e-02 1.9330242936e-01 2.8923253794e+00 2.4326011796e+05 -1.3307151466e-04 7.6109758747e-02 -2.4549173839e-01 4.8409362684e+00 -9.0256924618e-06 2.9906387446e-02 -1.0746145488e-02 4.1738450915e+00
3.3147444586e+03 1569662 1.6854644586e+03 7 1 6630 3.3085012268e+03 3.3147444586e+03 1.0000043557e+00 1.2186669472e-02 2.0274712433e-01 2.9061932878e+00 2.6267651601e+05 -1.3739095334e-04 7.6289629325e-02 -2.7382255514e-01 5.4387840483e+00 -1.0684652484e-05 2.9948430114e-02 -3.6756490349e-02 4.2372083184e+00
3.3147444586e+03 1569662 1.6854644586e+03 7 1 6630 3.3085012268e+03 3.3147444586e+03 1.0000043557e+00 1.2186669472e-02 2.0274712433e-01 2.9061932878e+00 2.6267651601e+05 -1.3739095334e-04 7.6289629325e-02 -2.7382255514e-01 5.4387840483e+00 -1.0684652484e-05 2.9948430114e-02 -3.6756490349e-02 4.2372083184e+00
3.3147848957e+03 1569716 1.6855048957e+03 7 0 6684 3.3085012268e+03 3.3147848957e+03 1.0000044120e+00 1.2187913981e-02 2.0372645144e-01 2.9073365454e+00 2.6481635075e+05 -1.3793350241e-04 7.6311348546e-02 -2.8006341021e-01 5.6790015447e+00 -1.0861082301e-05 2.9951882868e-02 -3.9638158175e-02 4.2548897449e+00
3.3151371577e+03 1570166 1.6858571577e+03 8 1 450 3.3147848957e+03 3.3151371577e+03 1.0000106289e+00 1.2353986078e-02 3.1173339253e-01 3.0146525080e+00 1.7832052251e+04 -1.8844308957e-04 7.8797664982e-02 -1.1023688480e+00 5.5698777075e+01 -2.3285207313e-05 3.0230170233e-02 -3.0437139530e-01 6.0889527148e+00
3.3155298568e+03 1570640 1.6862498568e+03 8 1 924 3.3147848957e+03 3.3155298568e+03 1.0000096242e+00 1.2417716497e-02 2.9812124958e-01 2.9938862591e+00 3.6614554422e+04 -1.5480628135e-04 7.8375078595e-02 -6.1427736110e-01 3.0657897918e+01 -1.5390547574e-05 3.0333527658e-02 -2.1449427807e-01 5.0716557374e+00
3.3155298568e+03 1570640 1.6862498568e+03 8 1 924 3.3147848957e+03 3.3155298568e+03 1.0000096242e+00 1.2417716497e-02 2.9812124958e-01 2.9938862591e+00 3.6614554422e+04 -1.5480628135e-04 7.8375078595e-02 -6.1427736110e-01 3.0657897918e+01 -1.5390547574e-05 3.0333527658e-02 -2.1449427807e-01 5.0716557374e+00
3.3159225559e+03 1571121 1.6866425559e+03 8 1 1405 3.3147848957e+03 3.3159225559e+03 1.0000090691e+00 1.2474417452e-02 2.8318413818e-01 2.9587364366e+00 5.5675189073e+04 -1.3481434002e-04 7.8209140380e-02 -4.1084646993e-01 2.1621369358e+01 -9.7248927738e-06 3.0421548078e-02 -1.5911006996e-01 4.7650254008e+00
3.3163152550e+03 1571595 1.6870352550e+03 8 1 1879 3.3147848957e+03 3.3163152550e+03 1.0000082275e+00 1.2491396892e-02 2.6323471791e-01 2.9164924539e+00 7.4458081245e+04 -1.2181456930e-04 7.8003673969e-02 -3.0446849934e-01 1.7266393167e+01 -5.8666066144e-06 3.0397891140e-02 -1.1840382847e-01 4.6425554342e+00
3.3163152550e+03 1571595 1.6870352550e+03 8 1 1879 3.3147848957e+03 3.3163152550e+03 1.0000082275e+00 1.2491396892e-02 2.6323471791e-01 2.9164924539e+00 7.4458081245e+04 -1.2181456930e-04 7.8003673969e-02 -3.0446849934e-01 1.7266393167e+01 -5.8666066144e-06 3.0397891140e-02 -1.1840382847e-01 4.6425554342e+00
3.3167079541e+03 1572069 1.6874279541e+03 8 1 2278 3.3147848957e+03 3.3167079541e+03 1.0000071894e+00 1.2500359234e-02 2.4283045927e-01 2.8888306156e+00 9.0268147022e+04 -1.1470573313e-04 7.7839839223e-02 -2.4658921918e-01 1.4990224563e+01 -3.6630950962e-06 3.0413032407e-02 -8.1723698071e-02 4.5598886350e+00
3.3171006531e+03 1572549 1.6878206531e+03 8 1 2758 3.3147848957e+03 3.3171006531e+03 1.0000059706e+00 1.2523482256e-02 2.1724542150e-01 2.8664271295e+00 1.0928756560e+05 -1.0859693472e-04 7.7694293974e-02 -2.0157648312e-01 1.3070000200e+01 -1.9395143992e-06 3.0437030548e-02 -4.3540946478e-02 4.5069879744e+00
3.3171006531e+03 1572549 1.6878206531e+03 8 1 2758 3.3147848957e+03 3.3171006531e+03 1.0000059706e+00 1.2523482256e-02 2.1724542150e-01 2.8664271295e+00 1.0928756560e+05 -1.0859693472e-04 7.7694293974e-02 -2.0157648312e-01 1.3070000200e+01 -1.9395143992e-06 3.0437030548e-02 -4.3540946478e-02 4.5069879744e+00
3.3174933522e+03 1573033 1.6882133522e+03 8 1 3242 3.3147848957e+03 3.3174933522e+03 1.0000048133e+00 1.2547773950e-02 1.9216367695e-01 2.8528969955e+00 1.2846593102e+05 -1.0551531463e-04 7.7564232415e-02 -1.7562622380e-01 1.1678492603e+01 -1.1084946516e-06 3.0444705221e-02 -1.5948055344e-02 4.5163232716e+00
3.3178860513e+03 1573540 1.6886060513e+03 8 1 3749 3.3147848957e+03 3.3178860513e+03 1.0000038073e+00 1.2567416837e-02 1.7158264734e-01 2.8420044843e+00 1.4855441278e+05 -1.0507142113e-04 7.7442067343e-02 -1.6533617441e-01 1.0605529100e+01 -1.2351270342e-06 3.0461256562e-02 1.7013547412e-03 4.5253143014e+00
3.3178860513e+03 1573540 1.6886060513e+03 8 1 3749 3.3147848957e+03 3.3178860513e+03 1.0000038073e+00 1.2567416837e-02 1.7158264734e-01 2.8420044843e+00 1.4855441278e+05 -1.0507142113e-04 7.7442067343e-02 -1.6533617441e-01 1.0605529100e+01 -1.2351270342e-06 3.0461256562e-02 1.7013547412e-03 4.5253143014e+00
3.3182787504e+03 1574095 1.6889987504e+03 8 1 4304 3.3147848957e+03 3.3182787504e+03 1.0000029667e+00 1.2588665287e-02 1.5865446898e-01 2.8234545823e+00 1.7054515766e+05 -1.0740478356e-04 7.7385916267e-02 -1.6533635608e-01 9.6987631990e+00 -1.6928678338e-06 3.0489865183e-02 2.1445535968e-02 4.5183498694e+00
3.3186714495e+03 1574648 1.6893914495e+03 8 1 4857 3.3147848957e+03 3.3186714495e+03 1.0000023789e+00 1.2609565909e-02 1.5377927732e-01 2.8070669314e+00 1.9245679571e+05 -1.0995909252e-04 7.7356423074e-02 -1.7023075577e-01 8.9849240282e+00 -2.4180599649e-06 3.0510460470e-02 3.2752398168e-02 4.4741638061e+00
3.3186714495e+03 1574648 1.6893914495e+03 8 1 4857 3.3147848957e+03 3.3186714495e+03 1.0000023789e+00 1.2609565909e-02 1.5377927732e-01 2.8070669314e+00 1.9245679571e+05 -1.0995909252e-04 7.7356423074e-02 -1.7023075577e-01 8.9849240282e+00 -2.4180599649e-06 3.0510460470e-02 3.2752398168e-02 4.4741638061e+00
3.3190641485e+03 1575178 1.6897841485e+03 8 1 5387 3.3147848957e+03 3.3190641485e+03 1.0000020956e+00 1.2629376703e-02 1.5685030077e-01 2.8005410373e+00 2.1345806242e+05 -1.1251404284e-04 7.7364246474e-02 -1.7755730383e-01 8.4256325467e+00 -2.9634836456e-06 3.0558305143e-02 3.0129140601e-02 4.4293689211e+00
3.3194568476e+03 1575642 1.6901768476e+03 8 1 5851 3.3147848957e+03 3.3194568476e+03 1.0000020793e+00 1.2645672491e-02 1.6490091593e-01 2.8036816821e+00 2.3184396950e+05 -1.1464053550e-04 7.7405750244e-02 -1.8418475098e-01 8.0131506739e+00 -3.7478396825e-06 3.0591571700e-02 1.6700863927e-02 4.4074157087e+00
3.3194568476e+03 1575642 1.6901768476e+03 8 1 5851 3.3147848957e+03 3.3194568476e+03 1.0000020793e+00 1.2645672491e-02 1.6490091593e-01 2.8036816821e+00 2.3184396950e+05 -1.1464053550e-04 7.7405750244e-02 -1.8418475098e-01 8.0131506739e+00 -3.7478396825e-06 3.0591571700e-02 1.6700863927e-02 4.4074157087e+00
3.3198495467e+03 1576115 1.6905695467e+03 8 1 6324 3.3147848957e+03 3.3198495467e+03 1.0000022385e+00 1.2661750723e-02 1.7743278346e-01 2.8156390090e+00 2.5058733605e+05 -1.1705977634e-04 7.7487377867e-02 -1.9158793012e-01 7.6640525349e+00 -4.6817175219e-06 3.0631794086e-02 -3.0750946061e-03 4.3973680359e+00
3.3202422458e+03 1576584 1.6909622458e+03 8 1 6793 3.3147848957e+03 3.3202422458e+03 1.0000026157e+00 1.2678121517e-02 1.9254507929e-01 2.8356322419e+00 2.6917391559e+05 -1.2013451584e-04 7.7615424835e-02 -2.0233554107e-01 7.4245139824e+00 -5.6449257604e-06 3.0691106728e-02 -2.5172399147e-02 4.4023558851e+00
3.3202422458e+03 1576584 1.6909622458e+03 8 1 6793 3.3147848957e+03 3.3202422458e+03 1.0000026157e+00 1.2678121517e-02 1.9254507929e-01 2.8356322419e+00 2.6917391559e+05 -1.2013451584e-04 7.7615424835e-02 -2.0233554107e-01 7.4245139824e+00 -5.6449257604e-06 3.0691106728e-02 -2.5172399147e-02 4.4023558851e+00
3.3206349449e+03 1577105 1.6913549449e+03 8 1 7314 3.3147848957e+03 3.3206349449e+03 1.0000031689e+00 1.2696481174e-02 2.0919970356e-01 2.8624663230e+00 2.8982230858e+05 -1.2515515651e-04 7.7812288827e-02 -2.2709397480e-01 7.4899706464e+00 -6.8506967076e-06 3.0751510140e-02 -4.6344367124e-02 4.4162975593e+00
3.3210276440e+03 1577644 1.6917476440e+03 8 1 7853 3.3147848957e+03 3.3210276440e+03 1.0000037706e+00 1.2716431141e-02 2.2394692285e-01 2.8885905352e+00 3.1118556901e+05 -1.3092305430e-04 7.8048585168e-02 -2.5623409215e-01 7.7115973411e+00 -7.8769139692e-06 3.0810453725e-02 -6.0856779789e-02 4.4182741011e+00
3.3210276440e+03 1577644 1.6917476440e+03 8 1 7853 3.3147848957e+03 3.3210276440e+03 1.0000037706e+00 1.2716431141e-02 2.2394692285e-01 2.8885905352e+00 3.1118556901e+05 -1.3092305430e-04 7.8048585168e-02 -2.5623409215e-01 7.7115973411e+00 -7.8769139692e-06 3.0810453725e-02 -6.0856779789e-02 4.4182741011e+00
3.3210683797e+03 1577697 1.6917883797e+03 8 0 7906 3.3147848957e+03 3.3210683797e+03 1.0000038323e+00 1.2718401644e-02 2.2520229228e-01 2.8910784555e+00 3.1328632606e+05 -1.3151156688e-04 7.8073008401e-02 -2.5935764614e-01 7.7408895122e+00 -7.9456119784e-06 3.0816318481e-02 -6.1912108934e-02 4.4187300267e+00
3.3214203430e+03 1578139 1.6921403430e+03 9 1 442 3.3210683797e+03 3.3214203430e+03 1.0000133400e+00 1.3021428576e-02 3.7733006379e-01 3.2422354952e+00 1.7519881286e+04 -2.5589402974e-04 8.2502890546e-02 -1.2426282160e+00 3.1220486306e+01 -1.4699589225e-05 3.1820010067e-02 -1.8103105397e-01 4.7413390147e+00
3.3218130421e+03 1578665 1.6925330421e+03 9 1 968 3.3210683797e+03 3.3218130421e+03 1.0000127862e+00 1.3041305810e-02 3.4529885038e-01 3.2196908552e+00 3.8369904418e+04 -2.8367603965e-04 8.3270176807e-02 -2.0736468030e+00 7.8689060174e+01 -1.6251824803e-05 3.1955615506e-02 -2.4224203876e-01 7.3038600470e+00
3.3218130421e+03 1578665 1.6925330421e+03 9 1 968 3.3210683797e+03 3.3218130421e+03 1.0000127862e+00 1.3041305810e-02 3.4529885038e-01 3.2196908552e+00 3.8369904418e+04 -2.8367603965e-04 8.3270176807e-02 -2.0736468030e+00 7.8689060174e+01 -1.6251824803e-05 3.1955615506e-02 -2.4224203876e-01 7.3038600470e+00
3.3222057412e+03 1579209 1.6929257412e+03 9 1 1512 3.3210683797e+03 3.3222057412e+03 1.0000118445e+00 1.3067158824e-02 3.0642079144e-01 3.1653047764e+00 5.9934096737e+04 -2.8772907361e-04 8.3531109228e-02 -2.4447965476e+00 1.1210748462e+02 -1.7665702756e-05 3.2068163226e-02 -2.8399399828e-01 8.3936704714e+00
3.3225984403e+03 1579782 1.6933184403e+03 9 1 1346 3.3210683797e+03 3.3225984403e+03 1.0000112607e+00 1.3073917025e-02 2.9213064842e-01 3.1361779217e+00 5.3354508408e+04 -2.7325211021e-04 8.3215700690e-02 -1.9484126226e+00 1.0896355277e+02 -1.6055897803e-05 3.2151876225e-02 -2.6391471495e-01 1.2661687436e+01
3.3225984403e+03 1579782 1.6933184403e+03 9 1 1346 3.3210683797e+03 3.3225984403e+03 1.0000112607e+00 1.3073917025e-02 2.9213064842e-01 3.1361779217e+00 5.3354508408e+04 -2.7325211021e-04 8.3215700690e-02 -1.9484126226e+00 1.0896355277e+02 -1.6055897803e-05 3.2151876225e-02 -2.6391471495e-01 1.2661687436e+01
3.3229911394e+03 1580331 1.6937111394e+03 9 1 1895 3.3210683797e+03 3.3229911394e+03 1.0000093415e+00 1.3108374276e-02 2.4323401867e-01 3.0457807248e+00 7.5116794643e+04 -2.6085107266e-04 8.2915296505e-02 -1.9475739321e+00 1.1611413251e+02 -1.4719496074e-05 3.2357012755e-02 -3.3184868177e-01 2.5810494856e+01
3.3233838384e+03 1580857 1.6941038384e+03 9 1 2421 3.3210683797e+03 3.3233838384e+03 1.0000072800e+00 1.3128450310e-02 2.1050821772e-01 2.9815790389e+00 9.5965535858e+04 -2.4562446314e-04 8.2437774470e-02 -1.7633198617e+00 1.0218645415e+02 -1.1661690571e-05 3.2433388313e-02 -2.5445551298e-01 2.2552479394e+01
3.3233838384e+03 1580857 1.6941038384e+03 9 1 2421 3.3210683797e+03 3.3233838384e+03 1.0000072800e+00 1.3128450310e-02 2.1050821772e-01 2.9815790389e+00 9.5965535858e+04 -2.4562446314e-04 8.2437774470e-02 -1.7633198617e+00 1.0218645415e+02 -1.1661690571e-05 3.2433388313e-02 -2.5445551298e-01 2.2552479394e+01
3.3237765375e+03 1581389 1.6944965375e+03 9 1 2953 3.3210683797e+03 3.3237765375e+03 1.0000055173e+00 1.3143712369e-02 1.8855013712e-01 2.9496040860e+00 1.1705071725e+05 -2.3174996703e-04 8.1937303356e-02 -1.5770901063e+00 8.9964894759e+01 -9.7250574266e-06 3.2447665993e-02 -2.1378777828e-01 2.0475768359e+01
3.3241692366e+03 1581924 1.6948892366e+03 9 1 3488 3.3210683797e+03 3.3241692366e+03 1.0000042736e+00 1.3173164008e-02 1.7728914270e-01 2.9399490451e+00 1.3825414055e+05 -2.1728809519e-04 8.1532824215e-02 -1.3842221203e+00 7.8535138531e+01 -8.3637925757e-06 3.2486085914e-02 -1.7332131989e-01 1.8066781661e+01
3.3241692366e+03 1581924 1.6948892366e+03 9 1 3488 3.3210683797e+03 3.3241692366e+03 1.0000042736e+00 1.3173164008e-02 1.7728914270e-01 2.9399490451e+00 1.3825414055e+05 -2.1728809519e-04 8.1532824215e-02 -1.3842221203e+00 7.8535138531e+01 -8.3637925757e-06 3.2486085914e-02 -1.7332131989e-01 1.8066781661e+01
3.3245619357e+03 1582478 1.6952819357e+03 9 1 4042 3.3210683797e+03 3.3245619357e+03 1.0000034428e+00 1.3206391137e-02 1.7478587172e-01 2.9397172044e+00 1.6021074183e+05 -2.0626398995e-04 8.1268430940e-02 -1.2292562459e+00 6.9049761306e+01 -7.8477646998e-06 3.2532408262e-02 -1.4417912429e-01 1.6089363432e+01
3.3249546348e+03 1582979 1.6956746348e+03 9 1 4543 3.3210683797e+03 3.3249546348e+03 1.0000030834e+00 1.3222941876e-02 1.8033980666e-01 2.9451084515e+00 1.8006722849e+05 -1.9926956763e-04 8.1097721584e-02 -1.1242682536e+00 6.2284247493e+01 -8.0148248902e-06 3.2525691424e-02 -1.2858864154e-01 1.4767133604e+01
3.3249546348e+03 1582979 1.6956746348e+03 9 1 4543 3.3210683797e+03 3.3249546348e+03 1.0000030834e+00 1.3222941876e-02 1.8033980666e-01 2.9451084515e+00 1.8006722849e+05 -1.9926956763e-04 8.1097721584e-02 -1.1242682536e+00 6.2284247493e+01 -8.0148248902e-06 3.2525691424e-02 -1.2858864154e-01 1.4767133604e+01
3.3253473339e+03 1583490 1.6960673339e+03 9 1 5054 3.3210683797e+03 3.3253473339e+03 1.0000029845e+00 1.3237649215e-02 1.9079704083e-01 2.9546042809e+00 2.0032110580e+05 -1.9471010624e-04 8.0998092109e-02 -1.0389548826e+00 5.6586082565e+01 -8.7565986827e-06 3.2528430816e-02 -1.2170113151e-01 1.3657167236e+01
3.3257400329e+03 1584012 1.6964600329e+03 9 1 5576 3.3210683797e+03 3.3257400329e+03 1.0000031032e+00 1.3260941133e-02 2.0342452220e-01 2.9625475104e+00 2.2101172999e+05 -1.9196809017e-04 8.0983898337e-02 -9.6611906164e-01 5.1644780615e+01 -9.7738793870e-06 3.2544721030e-02 -1.2350079495e-01 1.2713348407e+01
3.3257400329e+03 1584012 1.6964600329e+03 9 1 5576 3.3210683797e+03 3.3257400329e+03 1.0000031032e+00 1.3260941133e-02 2.0342452220e-01 2.9625475104e+00 2.2101172999e+05 -1.9196809017e-04 8.0983898337e-02 -9.6611906164e-01 5.1644780615e+01 -9.7738793870e-06 3.2544721030e-02 -1.2350079495e-01 1.2713348407e+01
3.3261327320e+03 1584458 1.6968527320e+03 9 1 6022 3.3210683797e+03 3.3261327320e+03 1.0000033320e+00 1.3280594632e-02 2.1332346036e-01 2.9632775210e+00 2.3869076940e+05 -1.8999676084e-04 8.1006857783e-02 -9.1267620533e-01 4.8031479416e+01 -1.0661469835e-05 3.2562908979e-02 -1.2998648898e-01 1.2048294795e+01
3.3265254311e+03 1584973 1.6972454311e+03 9 1 6537 3.3210683797e+03 3.3265254311e+03 1.0000036496e+00 1.3297323789e-02 2.2251396155e-01 2.9649349622e+00 2.5910562895e+05 -1.8830603835e-04 8.1056175577e-02 -8.5788957160e-01 4.4435303029e+01 -1.1687334858e-05 3.2585608704e-02 -1.4079409830e-01 1.1414028778e+01
3.3265254311e+03 1584973 1.6972454311e+03 9 1 6537 3.3210683797e+03 3.3265254311e+03 1.0000036496e+00 1.3297323789e-02 2.2251396155e-01 2.9649349622e+00 2.5910562895e+05 -1.8830603835e-04 8.1056175577e-02 -8.5788957160e-01 4.4435303029e+01 -1.1687334858e-05 3.2585608704e-02 -1.4079409830e-01 1.1414028778e+01
3.3269181302e+03 1585453 1.6976381302e+03 9 1 7017 3.3210683797e+03 3.3269181302e+03 1.0000039275e+00 1.3314119013e-02 2.2885857047e-01 2.9728061239e+00 2.7813417546e+05 -1.8663863462e-04 8.1147527769e-02 -8.1028295611e-01 4.1478171158e+01 -1.2326285365e-05 3.2629121250e-02 -1.5125755374e-01 1.0909683238e+01
3.3273108293e+03 1585908 1.6980308293e+03 9 1 7472 3.3210683797e+03 3.3273108293e+03 1.0000041753e+00 1.3333360850e-02 2.3281035011e-01 2.9850924552e+00 2.9617334971e+05 -1.8456717715e-04 8.1251861341e-02 -7.6747170271e-01 3.8994486377e+01 -1.2743464913e-05 3.2688768904e-02 -1.5670865093e-01 1.0483810761e+01
