#eta_center xi_center pdf_xi pdf_gauss count pdf_eta
8.0124223602e-01 -1.8979834653e+01 0.0000000000e+00 2.3826709159e-79 0.0000000000e+00 0.0000000000e+00
8.0372670807e-01 -1.8742594123e+01 0.0000000000e+00 2.0911128878e-77 0.0000000000e+00 0.0000000000e+00
8.0621118012e-01 -1.8505353592e+01 0.0000000000e+00 1.7347922259e-75 0.0000000000e+00 0.0000000000e+00
8.0869565217e-01 -1.8268113062e+01 0.0000000000e+00 1.3604232000e-73 0.0000000000e+00 0.0000000000e+00
8.1118012422e-01 -1.8030872532e+01 0.0000000000e+00 1.0084564906e-71 0.0000000000e+00 0.0000000000e+00
8.1366459627e-01 -1.7793632002e+01 0.0000000000e+00 7.0663781593e-70 0.0000000000e+00 0.0000000000e+00
8.1614906832e-01 -1.7556391472e+01 0.0000000000e+00 4.6805097941e-68 0.0000000000e+00 0.0000000000e+00
8.1863354037e-01 -1.7319150942e+01 0.0000000000e+00 2.9305289446e-66 0.0000000000e+00 0.0000000000e+00
8.2111801242e-01 -1.7081910412e+01 0.0000000000e+00 1.7344246843e-64 0.0000000000e+00 0.0000000000e+00
8.2360248447e-01 -1.6844669881e+01 0.0000000000e+00 9.7033444875e-63 0.0000000000e+00 0.0000000000e+00
8.2608695652e-01 -1.6607429351e+01 0.0000000000e+00 5.1314963907e-61 0.0000000000e+00 0.0000000000e+00
8.2857142857e-01 -1.6370188821e+01 0.0000000000e+00 2.5652115061e-59 0.0000000000e+00 0.0000000000e+00
8.3105590062e-01 -1.6132948291e+01 0.0000000000e+00 1.2121570853e-57 0.0000000000e+00 0.0000000000e+00
8.3354037267e-01 -1.5895707761e+01 0.0000000000e+00 5.4144107981e-56 0.0000000000e+00 0.0000000000e+00
8.3602484472e-01 -1.5658467231e+01 0.0000000000e+00 2.2861255403e-54 0.0000000000e+00 0.0000000000e+00
8.3850931677e-01 -1.5421226701e+01 0.0000000000e+00 9.1244253333e-53 0.0000000000e+00 0.0000000000e+00
8.4099378882e-01 -1.5183986170e+01 0.0000000000e+00 3.4424492097e-51 0.0000000000e+00 0.0000000000e+00
8.4347826087e-01 -1.4946745640e+01 0.0000000000e+00 1.2276826964e-49 0.0000000000e+00 0.0000000000e+00
8.4596273292e-01 -1.4709505110e+01 0.0000000000e+00 4.1386747908e-48 0.0000000000e+00 0.0000000000e+00
8.4844720497e-01 -1.4472264580e+01 0.0000000000e+00 1.3188428293e-46 0.0000000000e+00 0.0000000000e+00
8.5093167702e-01 -1.4235024050e+01 0.0000000000e+00 3.9726596259e-45 0.0000000000e+00 0.0000000000e+00
8.5341614907e-01 -1.3997783520e+01 0.0000000000e+00 1.1311657441e-43 0.0000000000e+00 0.0000000000e+00
8.5590062112e-01 -1.3760542990e+01 0.0000000000e+00 3.0445822157e-42 0.0000000000e+00 0.0000000000e+00
8.5838509317e-01 -1.3523302459e+01 0.0000000000e+00 7.7461471257e-41 0.0000000000e+00 0.0000000000e+00
8.6086956522e-01 -1.3286061929e+01 0.0000000000e+00 1.8629463598e-39 0.0000000000e+00 0.0000000000e+00
8.6335403727e-01 -1.3048821399e+01 0.0000000000e+00 4.2351766826e-38 0.0000000000e+00 0.0000000000e+00
8.6583850932e-01 -1.2811580869e+01 0.0000000000e+00 9.1012132219e-37 0.0000000000e+00 0.0000000000e+00
8.6832298137e-01 -1.2574340339e+01 0.0000000000e+00 1.8487731232e-35 0.0000000000e+00 0.0000000000e+00
8.7080745342e-01 -1.2337099809e+01 0.0000000000e+00 3.5499686876e-34 0.0000000000e+00 0.0000000000e+00
8.7329192547e-01 -1.2099859279e+01 0.0000000000e+00 6.4435024728e-33 0.0000000000e+00 0.0000000000e+00
8.7577639752e-01 -1.1862618748e+01 0.0000000000e+00 1.1055440468e-31 0.0000000000e+00 0.0000000000e+00
8.7826086957e-01 -1.1625378218e+01 0.0000000000e+00 1.7930263615e-30 0.0000000000e+00 0.0000000000e+00
8.8074534161e-01 -1.1388137688e+01 0.0000000000e+00 2.7488679188e-29 0.0000000000e+00 0.0000000000e+00
8.8322981366e-01 -1.1150897158e+01 0.0000000000e+00 3.9836176189e-28 0.0000000000e+00 0.0000000000e+00
8.8571428571e-01 -1.0913656628e+01 0.0000000000e+00 5.4570507146e-27 0.0000000000e+00 0.0000000000e+00
8.8819875776e-01 -1.0676416098e+01 0.0000000000e+00 7.0663461671e-26 0.0000000000e+00 0.0000000000e+00
8.9068322981e-01 -1.0439175568e+01 0.0000000000e+00 8.6494481890e-25 0.0000000000e+00 0.0000000000e+00
8.9316770186e-01 -1.0201935037e+01 0.0000000000e+00 1.0007796548e-23 0.0000000000e+00 0.0000000000e+00
8.9565217391e-01 -9.9646945074e+00 0.0000000000e+00 1.0945739494e-22 0.0000000000e+00 0.0000000000e+00
8.9813664596e-01 -9.7274539772e+00 0.0000000000e+00 1.1316400818e-21 0.0000000000e+00 0.0000000000e+00
9.0062111801e-01 -9.4902134471e+00 0.0000000000e+00 1.1059311958e-20 0.0000000000e+00 0.0000000000e+00
9.0310559006e-01 -9.2529729169e+00 0.0000000000e+00 1.0216554817e-19 0.0000000000e+00 0.0000000000e+00
9.0559006211e-01 -9.0157323868e+00 0.0000000000e+00 8.9214902280e-19 0.0000000000e+00 0.0000000000e+00
9.0807453416e-01 -8.7784918567e+00 0.0000000000e+00 7.3642226809e-18 0.0000000000e+00 0.0000000000e+00
9.1055900621e-01 -8.5412513265e+00 0.0000000000e+00 5.7460975438e-17 0.0000000000e+00 0.0000000000e+00
9.1304347826e-01 -8.3040107964e+00 0.0000000000e+00 4.2381434236e-16 0.0000000000e+00 0.0000000000e+00
9.1552795031e-01 -8.0667702662e+00 0.0000000000e+00 2.9548461867e-15 0.0000000000e+00 0.0000000000e+00
9.1801242236e-01 -7.8295297361e+00 0.0000000000e+00 1.9473798931e-14 0.0000000000e+00 0.0000000000e+00
9.2049689441e-01 -7.5922892060e+00 0.0000000000e+00 1.2131738989e-13 0.0000000000e+00 0.0000000000e+00
9.2298136646e-01 -7.3550486758e+00 0.0000000000e+00 7.1441737467e-13 0.0000000000e+00 0.0000000000e+00
9.2546583851e-01 -7.1178081457e+00 0.0000000000e+00 3.9768346286e-12 0.0000000000e+00 0.0000000000e+00
9.2795031056e-01 -6.8805676155e+00 0.0000000000e+00 2.0925682383e-11 0.0000000000e+00 0.0000000000e+00
9.3043478261e-01 -6.6433270854e+00 0.0000000000e+00 1.0408264021e-10 0.0000000000e+00 0.0000000000e+00
9.3291925466e-01 -6.4060865553e+00 0.0000000000e+00 4.8936572119e-10 0.0000000000e+00 0.0000000000e+00
9.3540372671e-01 -6.1688460251e+00 0.0000000000e+00 2.1749303977e-09 0.0000000000e+00 0.0000000000e+00
9.3788819876e-01 -5.9316054950e+00 0.0000000000e+00 9.1372131296e-09 0.0000000000e+00 0.0000000000e+00
9.4037267081e-01 -5.6943649648e+00 0.0000000000e+00 3.6285968628e-08 0.0000000000e+00 0.0000000000e+00
9.4285714286e-01 -5.4571244347e+00 0.0000000000e+00 1.3621353380e-07 0.0000000000e+00 0.0000000000e+00
9.4534161491e-01 -5.2198839046e+00 0.0000000000e+00 4.8334627161e-07 0.0000000000e+00 0.0000000000e+00
9.4782608696e-01 -4.9826433744e+00 0.0000000000e+00 1.6212614620e-06 0.0000000000e+00 0.0000000000e+00
9.5031055901e-01 -4.7454028443e+00 0.0000000000e+00 5.1404876450e-06 0.0000000000e+00 0.0000000000e+00
9.5279503106e-01 -4.5081623141e+00 0.0000000000e+00 1.5406789663e-05 0.0000000000e+00 0.0000000000e+00
9.5527950311e-01 -4.2709217840e+00 0.0000000000e+00 4.3649227401e-05 0.0000000000e+00 0.0000000000e+00
9.5776397516e-01 -4.0336812539e+00 0.0000000000e+00 1.1689543251e-04 0.0000000000e+00 0.0000000000e+00
9.6024844720e-01 -3.7964407237e+00 3.0530516598e-05 2.9592053055e-04 1.7672749985e+00 2.9153380671e-03
9.6273291925e-01 -3.5592001936e+00 4.1526624837e-04 7.0812385567e-04 2.4037905029e+01 3.9653488927e-02
9.6521739130e-01 -3.3219596634e+00 1.4250298143e-03 1.6017691594e-03 8.2488599720e+01 1.3607511851e-01
9.6770186335e-01 -3.0847191333e+00 3.2775405211e-03 3.4248945404e-03 1.8972215557e+02 3.1297009394e-01
9.7018633540e-01 -2.8474786032e+00 8.5385221351e-03 6.9223101323e-03 4.9425684119e+02 8.1533761598e-01
9.7267080745e-01 -2.6102380730e+00 1.6369734947e-02 1.3225480990e-02 9.4757071045e+02 1.5631347503e+00
9.7515527950e-01 -2.3729975429e+00 2.4349041551e-02 2.3885177459e-02 1.4094570668e+03 2.3250732592e+00
9.7763975155e-01 -2.1357570127e+00 3.3631700598e-02 4.0775757955e-02 1.9467886641e+03 3.2114679979e+00
9.8012422360e-01 -1.8985164826e+00 5.8644442880e-02 6.5800953456e-02 3.3946643965e+03 5.5999175843e+00
9.8260869565e-01 -1.6612759525e+00 9.3307241229e-02 1.0037346211e-01 5.4011386959e+03 8.9098443985e+00
9.8509316770e-01 -1.4240354223e+00 1.3717135003e-01 1.4473121083e-01 7.9402356863e+03 1.3098398030e+01
9.8757763975e-01 -1.1867948922e+00 1.9037692409e-01 1.9727046141e-01 1.1020068303e+04 1.8178961765e+01
9.9006211180e-01 -9.4955436204e-01 2.5211556144e-01 2.5416661144e-01 1.4593841772e+04 2.4074341854e+01
9.9254658385e-01 -7.1231383190e-01 3.1954309902e-01 3.0955050093e-01 1.8496920222e+04 3.0512951121e+01
9.9503105590e-01 -4.7507330176e-01 3.7097269842e-01 3.5636996714e-01 2.1473949612e+04 3.5423928256e+01
9.9751552795e-01 -2.3783277162e-01 4.2337886176e-01 3.8781736970e-01 2.4507507918e+04 4.0428156810e+01
1.0000000000e+00 -5.9224147686e-04 4.2665448641e-01 3.9894221044e-01 2.4697119173e+04 4.0740943959e+01
1.0024844720e+00 2.3664828866e-01 4.0839192479e-01 3.8792636455e-01 2.3639981196e+04 3.8997064489e+01
1.0049689441e+00 4.7388881880e-01 3.6113555058e-01 3.5657030860e-01 2.0904521139e+04 3.4484585763e+01
1.0074534161e+00 7.1112934894e-01 2.8275863010e-01 3.0981156887e-01 1.6367631906e+04 2.7000427441e+01
1.0099378882e+00 9.4836987908e-01 2.2425162723e-01 2.5445246283e-01 1.2980923297e+04 2.1413633909e+01
1.0124223602e+00 1.1856104092e+00 1.6611054204e-01 1.9754782848e-01 9.6153960249e+03 1.5861781605e+01
1.0149068323e+00 1.4228509394e+00 1.2824234413e-01 1.4497543988e-01 7.4233754871e+03 1.2245773387e+01
1.0173913043e+00 1.6600914695e+00 9.8165941727e-02 1.0057109620e-01 5.6823871277e+03 9.3737983730e+00
1.0198757764e+00 1.8973319996e+00 6.4992237341e-02 6.5949044271e-02 3.7621098150e+03 6.2060641188e+00
1.0223602484e+00 2.1345725298e+00 4.8221018551e-02 4.0879013064e-02 2.7912990012e+03 4.6045919520e+00
1.0248447205e+00 2.3718130599e+00 2.9744187302e-02 2.3952390960e-02 1.7217579139e+03 2.8402520225e+00
1.0273291925e+00 2.6090535901e+00 1.9102585661e-02 1.3266425272e-02 1.1057632103e+03 1.8240927886e+00
1.0298136646e+00 2.8462941202e+00 1.1632029372e-02 6.9456921747e-03 6.7332613339e+02 1.1107344980e+00
1.0322981366e+00 3.0835346503e+00 5.6086662046e-03 3.4374288887e-03 3.2466059087e+02 5.3556768486e-01
1.0347826087e+00 3.3207751805e+00 2.9852084697e-03 1.6080830961e-03 1.7280036113e+02 2.8505550707e-01
1.0372670807e+00 3.5580157106e+00 1.3892755562e-03 7.1111497547e-04 8.0418945703e+01 1.3266096896e-01
1.0397515528e+00 3.7952562408e+00 8.6047395114e-04 2.9725401964e-04 4.9808986881e+01 8.2166066777e-02
1.0422360248e+00 4.0324967709e+00 6.4175864459e-04 1.1745519258e-04 3.7148536416e+01 6.1281092328e-02
1.0447204969e+00 4.2697373010e+00 3.3129243286e-04 4.3870570298e-05 1.9177036586e+01 3.1634886942e-02
1.0472049689e+00 4.5069778312e+00 2.1005091674e-04 1.5489268656e-05 1.2158907707e+01 2.0057617814e-02
1.0496894410e+00 4.7442183613e+00 1.1844363891e-04 5.1694592788e-06 6.8561722860e+00 1.1310101754e-02
1.0521739130e+00 4.9814588915e+00 3.5546252271e-05 1.6308570613e-06 2.0576134939e+00 3.3942872226e-03
1.0546583851e+00 5.2186994216e+00 0.0000000000e+00 4.8634365216e-07 0.0000000000e+00 0.0000000000e+00
1.0571428571e+00 5.4559399517e+00 0.0000000000e+00 1.3709675607e-07 0.0000000000e+00 0.0000000000e+00
1.0596273292e+00 5.6931804819e+00 0.0000000000e+00 3.6531514686e-08 0.0000000000e+00 0.0000000000e+00
1.0621118012e+00 5.9304210120e+00 0.0000000000e+00 9.2016297383e-09 0.0000000000e+00 0.0000000000e+00
1.0645962733e+00 6.1676615422e+00 0.0000000000e+00 2.1908790466e-09 0.0000000000e+00 0.0000000000e+00
1.0670807453e+00 6.4049020723e+00 0.0000000000e+00 4.9309275721e-10 0.0000000000e+00 0.0000000000e+00
1.0695652174e+00 6.6421426024e+00 0.0000000000e+00 1.0490481415e-10 0.0000000000e+00 0.0000000000e+00
1.0720496894e+00 6.8793831326e+00 0.0000000000e+00 2.1096906963e-11 0.0000000000e+00 0.0000000000e+00
1.0745341615e+00 7.1166236627e+00 0.0000000000e+00 4.0105019351e-12 0.0000000000e+00 0.0000000000e+00
1.0770186335e+00 7.3538641929e+00 0.0000000000e+00 7.2066801335e-13 0.0000000000e+00 0.0000000000e+00
1.0795031056e+00 7.5911047230e+00 0.0000000000e+00 1.2241322406e-13 0.0000000000e+00 0.0000000000e+00
1.0819875776e+00 7.8283452531e+00 0.0000000000e+00 1.9655224101e-14 0.0000000000e+00 0.0000000000e+00
1.0844720497e+00 8.0655857833e+00 0.0000000000e+00 2.9832128221e-15 0.0000000000e+00 0.0000000000e+00
1.0869565217e+00 8.3028263134e+00 0.0000000000e+00 4.2800323129e-16 0.0000000000e+00 0.0000000000e+00
1.0894409938e+00 8.5400668436e+00 0.0000000000e+00 5.8045216083e-17 0.0000000000e+00 0.0000000000e+00
1.0919254658e+00 8.7773073737e+00 0.0000000000e+00 7.4411899420e-18 0.0000000000e+00 0.0000000000e+00
1.0944099379e+00 9.0145479038e+00 0.0000000000e+00 9.0172668518e-19 0.0000000000e+00 0.0000000000e+00
1.0968944099e+00 9.2517884340e+00 0.0000000000e+00 1.0329136758e-19 0.0000000000e+00 0.0000000000e+00
1.0993788820e+00 9.4890289641e+00 0.0000000000e+00 1.1184323147e-20 0.0000000000e+00 0.0000000000e+00
1.1018633540e+00 9.7262694943e+00 0.0000000000e+00 1.1447534453e-21 0.0000000000e+00 0.0000000000e+00
1.1043478261e+00 9.9635100244e+00 0.0000000000e+00 1.1075689845e-22 0.0000000000e+00 0.0000000000e+00
1.1068322981e+00 1.0200750555e+01 0.0000000000e+00 1.0129457476e-23 0.0000000000e+00 0.0000000000e+00
1.1093167702e+00 1.0437991085e+01 0.0000000000e+00 8.7570566510e-25 0.0000000000e+00 0.0000000000e+00
1.1118012422e+00 1.0675231615e+01 0.0000000000e+00 7.1562698149e-26 0.0000000000e+00 0.0000000000e+00
1.1142857143e+00 1.0912472145e+01 0.0000000000e+00 5.5280482814e-27 0.0000000000e+00 0.0000000000e+00
1.1167701863e+00 1.1149712675e+01 0.0000000000e+00 4.0365796093e-28 0.0000000000e+00 0.0000000000e+00
1.1192546584e+00 1.1386953205e+01 0.0000000000e+00 2.7861968076e-29 0.0000000000e+00 0.0000000000e+00
1.1217391304e+00 1.1624193735e+01 0.0000000000e+00 1.8178859460e-30 0.0000000000e+00 0.0000000000e+00
1.1242236025e+00 1.1861434266e+01 0.0000000000e+00 1.1211869849e-31 0.0000000000e+00 0.0000000000e+00
1.1267080745e+00 1.2098674796e+01 0.0000000000e+00 6.5365116091e-33 0.0000000000e+00 0.0000000000e+00
1.1291925466e+00 1.2335915326e+01 0.0000000000e+00 3.6022230400e-34 0.0000000000e+00 0.0000000000e+00
1.1316770186e+00 1.2573155856e+01 0.0000000000e+00 1.8765136857e-35 0.0000000000e+00 0.0000000000e+00
